log_raised_by_quarter,tokenforsale_dummy,kyc_dummy,whitelist_dummy,presale_raised_dummy,ethereum,whitelist_dummy,ind_entertainment,ind_business_services,ind_blockchain,ind_other_software,ind_finance,presale_dummy,presale_raised_dummy,percent_forsale,percent_forsale_ifpresent,percent_forsale_dummy,listing_dummy
20.89957,1,0,1,0,1,1,0,0,1,0,0,0,0,,0,0,0
20.89957,1,0,0,0,0,0,0,1,0,0,0,1,0,0.35,0.35,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,0,0,0.68,0.68,1,0
22.53391,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
20.89957,1,0,1,0,1,1,0,0,0,0,0,1,0,0.3,0.3,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,1,1,0,0.75,0.75,1,0
22.41159,1,0,0,0,1,0,1,0,0,0,0,0,0,0.56,0.56,1,0
22.06915,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,0,0,0.7,0.7,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.4,0.4,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,0,0,0,0.47,0.47,1,0
17.43159,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.8499999,0.8499999,1,0
22.41159,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
20.89957,1,1,1,0,1,1,0,0,0,0,1,1,0,0.65,0.65,1,0
20.89957,1,0,0,0,1,0,0,1,0,0,0,1,0,0.45,0.45,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.45,0.45,1,0
22.41159,1,1,0,0,1,0,0,1,0,0,0,1,0,0.5,0.5,1,0
22.53391,1,1,1,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,0
19.63956,1,0,1,0,1,1,0,1,0,0,0,1,0,0.65,0.65,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.6,0.6,1,0
20.89957,1,1,1,0,1,1,0,0,0,0,1,0,0,0.22,0.22,1,0
21.72063,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.41159,1,1,0,0,1,0,0,0,0,0,1,1,0,0.5,0.5,1,0
22.06915,1,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0.633,1,0
19.63956,1,0,0,0,1,0,0,0,0,0,0,1,0,0.8,0.8,1,0
22.27552,1,0,0,0,1,0,0,1,0,0,0,1,0,0.15,0.15,1,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,1,0,0.85,0.85,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.65,0.65,1,0
22.06915,1,1,1,0,0,1,1,0,0,0,0,0,0,0.6,0.6,1,0
22.06915,1,1,1,0,0,1,0,1,0,0,0,0,0,,0,0,0
22.06915,1,0,0,0,1,0,0,0,0,0,1,0,0,0.7,0.7,1,0
22.41159,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8,0.8,1,0
19.63956,1,0,0,0,0,0,0,0,0,0,0,1,0,0.499626,0.499626,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,0,1,0,0.37,0.37,1,0
22.06915,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
20.89957,1,0,0,0,0,0,0,0,0,0,0,1,0,0.6,0.6,1,0
22.06915,1,0,1,0,0,1,0,0,0,0,1,1,0,,0,0,0
22.53391,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0.6,1,0
20.89957,1,1,1,0,1,1,0,1,0,0,0,1,0,0.35,0.35,1,0
20.89957,1,0,1,0,1,1,0,0,0,0,0,1,0,0.35,0.35,1,0
22.53391,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
21.53017,1,1,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0.6,1,0
20.89957,1,0,0,0,1,0,0,0,0,0,0,1,0,0.1,0.1,1,0
18.86238,1,0,1,0,1,1,0,0,0,0,0,1,0,0.3,0.3,1,0
18.86238,1,1,1,0,0,1,0,0,0,0,0,1,0,0.01,0.01,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
19.63956,1,1,0,0,0,0,0,0,0,0,0,1,0,0.9,0.9,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,0,0,0,1,1,0,0.45,0.45,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
20.89957,1,1,0,0,1,0,0,0,1,0,0,0,0,0.6,0.6,1,0
22.06915,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,1,1,0,0.6,0.6,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0.7,1,0
21.53017,1,0,0,0,1,0,1,0,0,0,0,1,0,0.6,0.6,1,0
22.41159,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,0,1,0,0,0,0,0,0,0,0.3846,0.3846,1,0
21.72063,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,0.77,0.77,1,0
22.06915,1,0,0,0,0,0,0,0,0,0,0,1,0,0.78,0.78,1,0
21.72063,1,0,0,0,0,0,1,0,0,0,0,0,0,0.7,0.7,1,0
22.27552,1,1,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
20.89957,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
22.06915,1,1,0,0,1,0,1,0,0,0,0,0,0,,0,0,0
22.41159,1,0,1,0,1,1,0,0,0,0,1,1,0,0.75,0.75,1,0
22.06915,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0
22.06915,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,0,0,0,0,0,1,0,0,0,0,1,0,0.6,0.6,1,0
20.89957,1,0,1,0,1,1,1,0,0,0,0,1,0,0.24,0.24,1,0
19.63956,1,0,0,0,0,0,1,0,0,0,0,1,0,0.2,0.2,1,0
19.63956,1,1,1,0,1,1,0,0,0,0,1,1,0,0.6986957,0.6986957,1,0
20.89957,1,1,1,0,0,1,0,1,0,0,0,1,0,0.35,0.35,1,0
22.53391,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5,0.5,1,0
22.41159,1,1,1,0,1,1,0,0,1,0,0,0,0,0.9,0.9,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.35,0.35,1,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.15,0.15,1,0
22.53391,0,1,0,0,0,0,0,0,0,1,0,1,0,,0,0,0
20.89957,1,1,1,0,1,1,0,0,1,0,0,1,0,0.65,0.65,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0
20.89957,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,1,0,0,0.72,0.72,1,0
22.06915,1,0,0,0,1,0,0,0,0,0,0,1,0,0.8,0.8,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0
22.39378,1,0,0,0,1,0,0,0,0,1,0,0,0,0.8999529,0.8999529,1,0
20.89957,1,0,0,0,1,0,0,0,1,0,0,1,0,0.65,0.65,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0
22.41159,1,1,0,0,1,0,1,0,0,0,0,0,0,0.6,0.6,1,0
21.53017,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.41159,1,0,1,0,1,1,0,0,0,0,0,0,0,0.3,0.3,1,0
20.89957,1,0,1,0,0,1,0,0,0,0,0,1,0,0.3,0.3,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,1,1,0,,0,0,0
22.41159,1,1,0,0,1,0,0,0,0,0,0,1,0,0.55,0.55,1,0
18.86238,1,1,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.06915,1,1,0,0,0,0,0,0,0,0,0,1,0,0.65,0.65,1,0
22.53391,1,1,0,0,1,0,1,0,0,0,0,0,0,0.75,0.75,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.56,0.56,1,0
22.06915,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
21.53017,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
21.53017,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4,0.4,1,0
22.41159,1,1,1,0,0,1,0,0,0,0,0,0,0,0.35,0.35,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
19.63956,1,1,0,0,1,0,0,0,0,0,0,1,0,0.169,0.169,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.41159,1,1,1,0,1,1,0,0,0,0,0,1,0,0.0857,0.0857,1,1
22.53391,1,0,0,0,1,0,0,0,0,1,0,0,0,0.5,0.5,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
20.89957,1,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.4,1,0
22.53391,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
20.89957,1,1,0,0,1,0,0,0,0,0,0,0,0,0.7,0.7,1,0
20.89957,1,0,0,0,1,0,1,0,0,0,0,1,0,0.9,0.9,1,0
22.41159,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
19.63956,1,1,1,0,1,1,0,0,0,0,1,1,0,0.65,0.65,1,0
22.41159,1,0,1,0,1,1,0,0,0,1,0,0,0,0.88,0.88,1,0
20.89957,1,1,1,0,1,1,0,0,0,1,0,1,0,0.6458,0.6458,1,0
19.63956,1,1,1,0,1,1,0,0,0,0,0,1,0,0.75,0.75,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,1,0,0,0.3,0.3,1,0
20.89957,1,1,0,0,1,0,0,0,0,0,0,1,0,0.3,0.3,1,0
19.63956,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,0,0,0.3,0.3,1,0
19.63956,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
21.72063,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,1,0
21.72063,1,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0.75,1,0
18.86238,1,1,1,0,1,1,0,0,0,0,1,1,0,0.5950413,0.5950413,1,0
22.39378,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.41159,1,0,0,0,1,0,0,0,0,0,0,1,0,0.6,0.6,1,0
22.06915,0,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0
20.89957,1,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0.65,1,0
21.72063,1,0,0,0,1,0,0,0,0,1,0,1,0,,0,0,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.51,0.51,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
20.89957,1,1,0,0,1,0,0,0,0,1,0,1,0,0.7,0.7,1,0
20.89957,1,1,1,0,1,1,1,0,0,0,0,1,0,0.5,0.5,1,0
21.72063,1,1,0,0,1,0,0,0,0,0,0,0,0,0.87,0.87,1,0
22.53391,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
21.72063,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0
22.41159,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.41,0.41,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,1,0,0.62,0.62,1,0
19.63956,1,1,1,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0
22.06915,1,1,1,0,0,1,0,1,0,0,0,0,0,,0,0,0
22.53391,1,1,1,0,1,1,0,1,0,0,0,1,0,0.72,0.72,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0
19.63956,1,1,1,0,1,1,0,0,0,0,0,1,0,0.4,0.4,1,0
22.27552,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0
19.63956,1,0,1,0,0,1,0,0,0,0,0,0,0,0.02,0.02,1,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,0,0,0.65,0.65,1,0
20.89957,1,1,0,0,1,0,0,0,0,0,1,0,0,0.75,0.75,1,0
22.53391,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,1,1,0,0.51,0.51,1,0
20.89957,1,0,1,0,0,1,1,0,0,0,0,1,0,0.5,0.5,1,0
22.06915,1,0,0,0,1,0,0,0,0,0,1,0,0,0.86,0.86,1,0
22.53391,1,1,0,0,1,0,0,1,0,0,0,1,0,0.6,0.6,1,0
22.53391,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0
20.89957,1,0,1,0,1,1,0,0,0,0,0,1,0,0.75,0.75,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
20.89957,1,1,1,0,1,1,0,0,0,0,1,1,0,0.666,0.666,1,0
20.89957,1,1,1,0,1,1,0,1,0,0,0,1,0,0.3714286,0.3714286,1,0
22.41159,1,1,0,0,1,0,0,0,0,1,0,1,0,0.7,0.7,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,1,1,0,0.5,0.5,1,0
18.86238,1,1,1,0,1,1,0,0,0,0,0,1,0,0.6,0.6,1,0
18.86238,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.65,0.65,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,0,0,0,0.3,0.3,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.6,0.6,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,0,0,0.74,0.74,1,0
19.63956,1,1,1,0,1,1,0,0,1,0,0,1,0,0.5,0.5,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
22.53391,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,1,0,0.1,0.1,1,0
18.86238,1,0,0,0,1,0,0,0,0,0,0,1,0,0.0900901,0.0900901,1,0
22.41159,1,1,1,0,1,1,0,0,1,0,0,0,0,0.15,0.15,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.41159,1,0,1,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,0
22.41159,1,0,0,0,1,0,0,0,0,1,0,1,0,0.6,0.6,1,0
19.63956,1,1,0,0,1,0,0,0,0,1,0,1,0,0.52,0.52,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,1,0,0.67,0.67,1,0
18.86238,1,1,1,0,0,1,0,0,0,0,0,0,0,0.2,0.2,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.7,0.7,1,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,1,0,0.62,0.62,1,0
22.53391,1,1,1,0,1,1,0,0,0,0,0,1,0,0.0002815,0.0002815,1,0
19.63956,1,1,1,0,1,1,0,1,0,0,0,1,0,0.5,0.5,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,0,0,,0,0,0
21.53017,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0
20.89957,1,1,0,0,1,0,0,0,0,0,0,0,0,0.8197,0.8197,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,0,1,0,0.6,0.6,1,0
19.63956,1,0,1,0,0,1,1,0,0,0,0,0,0,0.5,0.5,1,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,,0,0,0
22.41159,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
20.89957,1,1,1,0,1,1,0,0,0,0,0,0,0,0.1,0.1,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,1,0,0.6,0.6,1,0
22.06915,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,1,0,0.66,0.66,1,0
20.89957,1,1,1,0,1,1,0,1,0,0,0,1,0,,0,0,0
20.89957,1,1,1,0,1,1,0,0,1,0,0,0,0,0.5438741,0.5438741,1,0
19.63956,1,0,1,0,1,1,0,0,0,0,0,1,0,0.6,0.6,1,0
20.89957,1,1,1,0,0,1,0,0,0,0,0,1,0,0.6,0.6,1,0
22.27552,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
19.63956,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
22.41159,1,0,1,0,1,1,1,0,0,0,0,1,0,0.5976923,0.5976923,1,0
18.86238,1,1,1,0,1,1,0,0,0,0,0,1,0,0.48,0.48,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.7,0.7,1,0
20.89957,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0
22.41159,1,1,0,0,1,0,0,0,0,0,1,1,0,0.5,0.5,1,0
21.53017,1,0,0,0,1,0,0,0,0,0,0,1,0,0.1,0.1,1,0
22.06915,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.8,0.8,1,0
18.86238,1,1,1,0,1,1,0,0,0,0,1,1,0,0.5,0.5,1,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
22.53391,1,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0
22.41159,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,1,0,0,0,0,1,0,0.6,0.6,1,0
20.89957,1,1,1,0,1,1,0,1,0,0,0,1,0,0.6,0.6,1,0
20.89957,1,0,0,0,1,0,0,0,0,0,0,0,0,0.68,0.68,1,0
22.06915,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.06915,1,0,0,0,1,0,0,0,0,1,0,1,0,0.6,0.6,1,0
19.63956,1,0,1,0,1,1,0,0,0,0,0,1,0,0.75,0.75,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,1,1,0,0.7,0.7,1,0
18.86238,1,0,0,0,1,0,0,1,0,0,0,1,0,0.517,0.517,1,0
21.53017,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.27552,1,0,0,0,1,0,0,0,0,0,1,1,0,0.85,0.85,1,0
22.41159,1,1,1,0,1,1,0,0,1,0,0,1,0,0.8,0.8,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,0,1,0,0.7178218,0.7178218,1,0
21.72063,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.85,0.85,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
20.89957,1,0,1,0,0,1,0,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,1,0,0,0,0,1,0,0.5,0.5,1,0
18.86238,1,0,0,0,1,0,0,0,0,0,0,1,0,0.88,0.88,1,0
22.41159,1,0,1,0,1,1,0,0,0,1,0,1,0,0.5,0.5,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1,0
22.06915,1,0,1,0,0,1,0,0,0,0,0,1,0,,0,0,0
22.41159,1,1,1,0,0,1,0,0,0,0,1,1,0,0.55,0.55,1,0
20.89957,1,1,1,0,1,1,0,0,0,0,1,1,0,0.68,0.68,1,0
21.72063,1,0,0,0,1,0,0,1,0,0,0,0,0,0.6,0.6,1,0
20.89957,1,1,0,0,1,0,0,0,0,0,0,1,0,0.55,0.55,1,0
22.06915,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,1,0
22.41159,1,0,1,0,1,1,1,0,0,0,0,1,0,0.45,0.45,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,0,0,0.75,0.75,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,0,0,0.4,0.4,1,0
22.06915,1,1,0,0,0,0,0,0,1,0,0,0,0,0.65,0.65,1,0
22.06915,1,0,1,0,1,1,0,0,1,0,0,1,0,0.8,0.8,1,0
20.89957,1,1,0,0,1,0,1,0,0,0,0,1,0,0.05,0.05,1,0
21.53017,1,0,0,0,1,0,0,0,0,0,0,0,0,0.75,0.75,1,0
22.06915,1,0,1,0,0,1,0,0,0,0,0,0,0,0.3,0.3,1,0
21.53017,1,1,1,0,1,1,0,0,0,1,0,1,0,0.5,0.5,1,0
18.86238,1,0,1,0,0,1,0,0,0,0,0,1,0,,0,0,0
19.63956,1,0,1,0,1,1,0,0,1,0,0,1,0,0.75,0.75,1,0
18.86238,1,1,1,0,1,1,0,0,0,0,0,1,0,0.25,0.25,1,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,0.8,0.8,1,0
20.89957,1,1,0,0,0,0,0,0,0,0,1,1,0,,0,0,0
20.89957,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0
19.63956,1,1,1,0,1,1,0,0,0,0,0,0,0,0.68,0.68,1,0
20.89957,1,1,1,0,0,1,0,0,0,1,0,1,0,,0,0,0
22.41159,1,1,0,0,1,0,0,1,0,0,0,1,0,0.5,0.5,1,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,0.625,0.625,1,0
21.53017,1,1,1,0,1,1,0,0,0,0,1,1,0,,0,0,0
22.53391,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
20.89957,1,1,1,0,0,1,1,0,0,0,0,1,0,0.4,0.4,1,0
18.86238,1,1,1,0,1,1,0,0,0,0,0,0,0,0.4,0.4,1,0
20.89957,1,0,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.6,0.6,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
22.41159,1,0,1,0,1,1,1,0,0,0,0,1,0,0.75,0.75,1,0
22.06915,1,0,1,0,1,1,0,1,0,0,0,1,0,0.55,0.55,1,0
18.86238,1,0,0,0,1,0,0,0,0,0,0,1,0,0.4,0.4,1,0
22.53391,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0
22.41159,1,0,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
21.53017,1,0,1,0,0,1,0,0,0,0,0,1,0,0.65,0.65,1,1
22.41159,1,1,0,0,1,0,1,0,0,0,0,1,0,0.66,0.66,1,0
22.41159,1,0,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
22.06915,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
22.06915,1,0,0,0,1,0,0,0,0,0,0,1,0,0.3254499,0.3254499,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.6,0.6,1,0
20.89957,1,0,1,0,1,1,0,0,1,0,0,1,0,0.8,0.8,1,0
19.63956,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
18.86238,1,1,1,0,1,1,0,0,0,0,0,0,0,0.0333333,0.0333333,1,0
18.86238,1,1,1,0,1,1,0,0,0,0,1,0,0,0.55,0.55,1,0
22.41159,1,0,1,0,0,1,0,1,0,0,0,1,0,0.75,0.75,1,0
20.89957,1,0,0,0,1,0,0,0,0,0,0,1,0,0.765,0.765,1,0
22.41159,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0
18.86238,1,0,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
19.63956,1,1,1,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,0
22.06915,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
19.63956,1,1,1,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0
18.86238,1,0,1,0,0,1,0,0,0,0,0,1,0,0.8525,0.8525,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.7,0.7,1,0
19.63956,1,0,1,0,1,1,0,0,0,0,0,1,0,0.608,0.608,1,0
19.63956,1,0,1,0,1,1,0,0,0,0,0,1,0,0.23,0.23,1,0
19.63956,1,0,1,0,1,1,0,0,0,0,0,1,0,0.2,0.2,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.48,0.48,1,0
20.89957,1,1,0,0,1,0,0,0,0,0,0,0,0,0.25,0.25,1,0
22.41159,1,1,1,0,1,1,0,0,1,0,0,1,0,0.82,0.82,1,0
22.06915,1,0,0,0,1,0,0,0,1,0,0,0,0,0.4286,0.4286,1,0
20.89957,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
20.89957,1,0,0,0,1,0,0,0,0,0,0,1,0,0.43,0.43,1,0
22.06915,1,0,1,0,1,1,0,1,0,0,0,0,0,0.5,0.5,1,0
22.41159,1,0,0,0,1,0,1,0,0,0,0,0,0,0.6,0.6,1,0
22.41159,1,1,1,0,0,1,0,0,0,0,0,0,0,0.91,0.91,1,0
22.53391,1,1,1,0,1,1,0,1,0,0,0,1,0,0.3,0.3,1,0
20.89957,1,1,1,0,1,1,0,0,0,0,1,1,0,,0,0,0
22.53391,1,0,1,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,1,1,0,0.5,0.5,1,0
22.27552,1,0,0,0,1,0,1,0,0,0,0,0,0,0.68,0.68,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,0,0,0.25,0.25,1,0
22.06915,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0
20.89957,1,1,1,0,0,1,0,0,0,1,0,0,0,0.5,0.5,1,0
19.63956,1,1,1,0,1,1,0,0,0,0,0,1,0,0.33,0.33,1,0
20.89957,1,1,1,0,1,1,0,0,0,0,0,1,0,0.71,0.71,1,0
22.06915,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.06915,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0
19.63956,1,0,1,0,1,1,0,1,0,0,0,1,0,0.4,0.4,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
20.89957,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
22.41159,1,0,0,0,1,0,0,0,0,0,0,1,0,0.64,0.64,1,0
21.53017,1,1,1,0,1,1,1,0,0,0,0,1,0,0.6,0.6,1,0
18.86238,1,0,0,0,1,0,0,0,0,0,0,1,0,0.31,0.31,1,0
