log_raised_by_quarter,tokenforsale_dummy,kyc_dummy,whitelist_dummy,presale_raised_dummy,ethereum,whitelist_dummy,ind_entertainment,ind_business_services,ind_blockchain,ind_other_software,ind_finance,presale_dummy,presale_raised_dummy,percent_forsale,percent_forsale_ifpresent,percent_forsale_dummy,listing_dummy
22.41159,1,1,1,0,1,1,0,0,0,0,0,1,0,0.65,0.65,1,0
21.53017,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,0,0,0.5,0.5,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.27,0.27,1,0
21.53017,1,0,1,0,1,1,0,0,1,0,0,1,0,0.5,0.5,1,0
22.06915,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.53391,1,0,1,0,0,1,0,0,0,0,1,0,0,0.5,0.5,1,0
22.06915,1,1,1,0,1,1,0,0,0,1,0,0,0,0.35,0.35,1,0
22.06915,1,0,1,0,1,1,1,0,0,0,0,1,0,0.62,0.62,1,0
22.06915,1,1,1,0,1,1,0,0,1,0,0,1,0,0.87,0.87,1,0
21.72063,1,1,0,0,1,0,1,0,0,0,0,0,0,0.65,0.65,1,0
22.41159,1,0,1,0,1,1,0,1,0,0,0,1,0,0.55,0.55,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,0,1,0,0.8166667,0.8166667,1,0
22.53391,1,0,0,0,1,0,0,1,0,0,0,1,0,0.8,0.8,1,0
22.41159,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.41159,1,1,1,0,0,1,0,0,0,0,0,1,0,0.7,0.7,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,0,1,0,0.35,0.35,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,1,0,0,0.85,0.85,1,0
21.53017,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0
22.27552,1,0,0,0,0,0,0,0,1,0,0,0,0,0.31,0.31,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,0,0,0.15,0.15,1,0
21.72063,1,0,0,0,1,0,1,0,0,0,0,0,0,0.9,0.9,1,0
22.41159,1,1,1,0,1,1,0,1,0,0,0,1,0,0.1602597,0.1602597,1,0
22.41159,1,0,0,0,0,0,0,0,1,0,0,1,0,,0,0,0
22.27552,1,1,1,0,1,1,1,0,0,0,0,0,0,0.7241,0.7241,1,0
22.41159,1,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
20.89957,1,1,1,0,1,1,0,0,0,0,1,1,0,0.5,0.5,1,0
22.41159,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
22.41159,1,0,1,0,1,1,0,1,0,0,0,1,0,0.7,0.7,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,1,1,0,0.8,0.8,1,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0
21.53017,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.53391,1,1,1,0,1,1,0,0,0,0,1,1,0,0.65,0.65,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.67,0.67,1,0
22.41159,1,0,0,0,1,0,0,0,1,0,0,1,0,0.61,0.61,1,0
22.53391,1,0,0,0,1,0,0,1,0,0,0,0,0,0.9,0.9,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.27552,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,0,0,0.2,0.2,1,0
22.41159,1,1,1,0,0,1,0,0,0,0,1,1,0,0.05,0.05,1,0
22.06915,1,1,0,0,0,0,0,0,0,0,1,0,0,0.7,0.7,1,0
22.27552,0,0,0,0,1,0,0,1,0,0,0,1,0,,0,0,0
22.41159,1,0,0,0,1,0,0,0,0,0,1,0,0,0.5,0.5,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,1,0,0,0.444,0.444,1,0
22.53391,1,0,0,0,1,0,0,1,0,0,0,1,0,0.25,0.25,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.27552,0,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
22.27552,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.1935,0.1935,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.95,0.95,1,0
22.06915,1,0,1,0,1,1,1,0,0,0,0,1,0,0.76,0.76,1,0
22.53391,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.75,0.75,1,0
22.41159,1,1,1,0,1,1,0,1,0,0,0,1,0,0.65,0.65,1,0
22.27552,1,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.5,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,0,1,0,,0,0,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,1,1,0,0.5,0.5,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,1,0,0,0.7,0.7,1,0
22.06915,1,1,1,0,1,1,1,0,0,0,0,1,0,0.7,0.7,1,0
22.53391,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,1,0,0.5,0.5,1,0
22.41159,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0
21.72063,1,0,0,0,1,0,0,1,0,0,0,0,0,0.3,0.3,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,1,1,0,0.33,0.33,1,0
22.27552,1,1,0,0,1,0,0,0,1,0,0,1,0,0.33,0.33,1,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,0,0,0.9,0.9,1,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
19.63956,1,0,0,0,1,0,1,0,0,0,0,1,0,0.5,0.5,1,0
22.41159,1,1,0,0,1,0,1,0,0,0,0,1,0,0.75,0.75,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,1,1,0,0.6,0.6,1,0
22.41159,1,0,0,0,1,0,0,1,0,0,0,1,0,0.8,0.8,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
21.72063,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.41159,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.85,0.85,1,0
22.27552,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,1,1,0,1,1,0,1,0,0,0,0,0,,0,0,0
21.53017,1,1,0,0,0,0,0,0,1,0,0,1,0,0.75,0.75,1,0
21.72063,1,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0
22.41159,1,0,0,0,1,0,0,1,0,0,0,1,0,0.74,0.74,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,1,0,0.6666667,0.6666667,1,0
22.41159,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
22.41159,1,0,1,0,0,1,0,0,0,0,1,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,0,0,1,0,0,0,0.67,0.67,1,0
21.72063,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.27552,1,0,0,0,1,0,1,0,0,0,0,0,0,0.6,0.6,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.8,0.8,1,0
22.06915,1,0,1,0,1,1,0,0,1,0,0,1,0,0.375,0.375,1,0
22.41159,1,1,0,0,0,0,1,0,0,0,0,1,0,0.1,0.1,1,0
22.06915,1,1,0,0,1,0,0,0,1,0,0,0,0,0.85,0.85,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,1,0,0.65,0.65,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,1,1,0,0.8,0.8,1,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,1,0,0.3,0.3,1,0
19.63956,1,1,1,0,1,1,0,0,0,0,0,1,0,0.55,0.55,1,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,1,0,0.3,0.3,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,0,1,0,0.55,0.55,1,0
19.2891,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.06915,1,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,1,0,0,1,0,0.2,0.2,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0.6,1,0
17.43159,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.41159,1,1,0,0,1,0,0,1,0,0,0,1,0,0.76,0.76,1,0
21.72063,1,0,0,0,1,0,0,0,0,0,1,0,0,0.7692,0.7692,1,0
21.72063,1,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0
22.41159,1,0,0,0,1,0,0,0,0,0,1,0,0,0.1,0.1,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.15,0.15,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,1,0,0,0.9,0.9,1,0
22.41159,1,0,0,0,1,0,0,1,0,0,0,1,0,0.8,0.8,1,0
22.06915,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0
21.72063,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0
22.41159,1,0,0,0,0,0,1,0,0,0,0,1,0,0.8,0.8,1,0
21.72063,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.51,0.51,1,0
22.41159,1,1,1,0,1,1,0,0,0,1,0,0,0,0.65,0.65,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,0.91,0.91,1,0
22.06915,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
22.53391,1,0,1,0,1,1,1,0,0,0,0,0,0,,0,0,0
22.41159,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.45,0.45,1,0
22.53391,1,0,0,0,1,0,0,1,0,0,0,1,0,0.60125,0.60125,1,0
22.06915,1,0,1,0,1,1,0,1,0,0,0,1,0,0.75,0.75,1,0
21.72063,1,0,0,0,1,0,0,1,0,0,0,0,0,0.8,0.8,1,0
22.27552,1,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.63,0.63,1,0
22.53391,1,1,0,0,1,0,0,0,0,0,1,1,0,0.4,0.4,1,0
22.41159,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0
22.41159,1,0,1,0,1,1,0,0,0,0,1,0,0,0.0499355,0.0499355,1,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,1,0,0.57,0.57,1,0
22.27552,1,0,0,0,1,0,0,1,0,0,0,1,0,0.66,0.66,1,0
22.41159,1,1,1,0,1,1,0,0,0,1,0,1,0,0.7,0.7,1,0
22.06915,0,1,0,0,1,0,0,0,1,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,1,0,0,0,0,1,0,0.3,0.3,1,0
21.53017,1,1,0,0,1,0,1,0,0,0,0,1,0,0.65,0.65,1,0
22.53391,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.006,0.006,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,1,0,0,0.7,0.7,1,0
22.41159,1,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.06915,1,1,0,0,1,0,0,0,0,0,1,1,0,0.4,0.4,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.5,0.5,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.7,0.7,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0.9,1,0
22.53391,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.75,0.75,1,0
22.27552,1,1,0,0,0,0,0,0,0,1,0,0,0,0.25,0.25,1,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,0.7609756,0.7609756,1,0
22.53391,1,1,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0
22.53391,1,1,1,0,0,1,0,0,0,0,1,1,0,0.75,0.75,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.5,0.5,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
22.27552,1,0,0,0,1,0,0,1,0,0,0,0,0,0.83,0.83,1,0
22.53391,1,1,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.88,0.88,1,0
21.72063,1,0,0,0,1,0,0,0,0,0,1,1,0,0.83,0.83,1,0
22.53391,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0
22.41159,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.53391,1,1,0,0,1,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.4,1,0
22.53391,1,0,0,0,1,0,0,1,0,0,0,1,0,0.86,0.86,1,0
22.27552,1,0,0,0,1,0,1,0,0,0,0,0,0,0.35,0.35,1,0
20.89957,1,1,0,0,1,0,0,0,0,0,0,1,0,0.25,0.25,1,0
22.41159,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.27552,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.88,0.88,1,0
22.53391,0,1,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
21.72063,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0
22.53391,1,1,1,0,1,1,0,0,0,0,1,1,0,0.64,0.64,1,0
22.41159,1,0,0,0,1,0,0,1,0,0,0,1,0,0.7,0.7,1,0
22.06915,1,1,0,0,1,0,1,0,0,0,0,1,0,0.75,0.75,1,0
20.89957,1,1,0,0,1,0,0,0,0,0,1,1,0,0.05,0.05,1,0
21.72063,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0
22.06915,1,0,1,0,1,1,1,0,0,0,0,1,0,0.8,0.8,1,0
22.27552,1,0,0,0,1,0,0,0,0,1,0,0,0,0.7,0.7,1,0
20.89957,1,0,1,0,0,1,0,0,0,0,0,1,0,,0,0,0
22.53391,1,0,1,0,1,1,1,0,0,0,0,0,0,0.57,0.57,1,0
20.89957,1,1,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1,0
22.41159,1,1,1,0,1,1,0,1,0,0,0,1,0,0.3,0.3,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
21.72063,1,0,0,0,1,0,1,0,0,0,0,0,0,0.7,0.7,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0
22.41159,1,1,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.75,0.75,1,0
22.41159,1,0,0,0,0,0,0,0,1,0,0,1,0,,0,0,0
22.41159,1,1,0,0,1,0,0,1,0,0,0,1,0,0.51,0.51,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.666,0.666,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0.7,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,1,1,0,0.6,0.6,1,0
22.41159,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.4,0.4,1,0
22.53391,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.53391,1,0,1,0,1,1,0,0,0,0,0,0,0,0.83,0.83,1,0
22.41159,1,1,1,0,0,1,0,0,0,0,1,1,0,,0,0,0
22.06915,1,1,1,0,0,1,0,0,0,0,1,0,0,,0,0,0
22.06915,1,1,1,0,1,1,1,0,0,0,0,1,0,,0,0,0
22.27552,1,1,0,1,1,0,1,0,0,0,0,0,1,0.4,0.4,1,0
22.53391,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.06915,1,1,1,0,0,1,0,0,0,0,1,1,0,,0,0,0
22.41159,1,0,0,0,1,0,1,0,0,0,0,1,0,0.4,0.4,1,0
22.41159,1,1,0,0,1,0,0,0,1,0,0,1,0,0.5,0.5,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.85,0.85,1,0
22.06915,1,1,0,0,1,0,0,1,0,0,0,0,0,0.65,0.65,1,0
22.06915,1,1,1,0,0,1,0,1,0,0,0,0,0,,0,0,0
22.41159,1,1,0,0,0,0,0,1,0,0,0,1,0,0.65,0.65,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,0
22.53391,1,1,1,0,1,1,0,1,0,0,0,1,0,0.5,0.5,1,0
22.41159,1,0,0,0,1,0,1,0,0,0,0,1,0,0.62,0.62,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0.7,1,0
22.27552,1,0,0,0,1,0,1,0,0,0,0,0,0,0.55,0.55,1,0
22.41159,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,0,0,0,0.3,0.3,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.7,0.7,1,0
22.06915,1,1,0,0,0,0,0,0,0,1,0,1,0,0.5,0.5,1,0
22.06915,1,0,1,0,1,1,0,0,0,0,0,1,0,,0,0,0
22.41159,1,1,1,0,1,1,0,1,0,0,0,1,0,0.3,0.3,1,0
22.06915,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0
22.53391,1,0,1,0,1,1,0,0,0,0,1,0,0,0.33332,0.33332,1,0
22.53391,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,1,0,0.4,0.4,1,0
22.41159,1,0,1,0,1,1,0,0,0,0,1,1,0,0.7,0.7,1,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.67,0.67,1,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,0.5,0.5,1,0
20.89957,1,1,0,0,1,0,1,0,0,0,0,1,0,0.6,0.6,1,0
22.06915,1,0,1,0,1,1,1,0,0,0,0,0,0,0.1,0.1,1,0
21.72063,1,0,0,0,1,0,0,0,0,0,0,0,0,0.9,0.9,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,0,1,0,0.75,0.75,1,0
22.53391,1,1,1,0,0,1,0,1,0,0,0,1,0,0.5,0.5,1,0
22.41159,1,1,1,0,1,1,1,0,0,0,0,1,0,0.34,0.34,1,0
22.41159,1,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0
22.41159,1,0,1,0,1,1,0,0,0,0,1,1,0,0.58,0.58,1,0
21.72063,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0
22.41159,1,0,1,0,1,1,0,1,0,0,0,1,0,0.5,0.5,1,0
21.72063,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.06915,1,1,1,0,1,1,1,0,0,0,0,1,0,0.1,0.1,1,0
22.53391,1,0,1,0,1,1,0,1,0,0,0,0,0,,0,0,0
22.41159,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0
22.53391,1,0,0,0,1,0,1,0,0,0,0,1,0,0.6,0.6,1,0
22.41159,1,1,0,0,1,0,0,0,1,0,0,0,0,0.82,0.82,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,1,1,0,0.7,0.7,1,0
21.72063,1,0,0,0,0,0,0,0,0,1,0,1,0,,0,0,0
21.72063,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.06915,1,1,0,0,0,0,1,0,0,0,0,1,0,0.7666667,0.7666667,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.1,0.1,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,1,0,0.75,0.75,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.27552,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,1,1,0,0.9800001,0.9800001,1,0
22.41159,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1,0
21.53017,1,1,1,0,1,1,0,0,0,1,0,1,0,0.5,0.5,1,0
22.53391,1,0,0,0,1,0,0,1,0,0,0,0,0,0.67,0.67,1,0
22.27552,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
22.41159,1,1,0,0,1,0,0,0,0,0,0,0,0,0.57,0.57,1,0
22.53391,1,0,1,0,1,1,0,0,0,0,0,0,0,0.25,0.25,1,0
22.06915,1,1,1,0,1,1,0,0,0,0,1,0,0,0.55,0.55,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,0,1,0,0.6,0.6,1,0
22.53391,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
22.06915,1,1,0,0,0,0,0,0,0,1,0,1,0,0.125,0.125,1,0
22.41159,1,1,1,0,1,1,1,0,0,0,0,1,0,0.45,0.45,1,0
22.06915,1,0,1,0,1,1,1,0,0,0,0,0,0,0.55,0.55,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0
22.41159,1,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.41159,1,0,0,0,1,0,1,0,0,0,0,1,0,0.69,0.69,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,0,0,0.5,0.5,1,0
22.27552,1,0,0,0,1,0,0,1,0,0,0,1,0,,0,0,0
22.41159,1,1,0,0,1,0,0,0,0,0,0,1,0,0.39,0.39,1,1
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
20.89957,1,1,1,0,1,1,0,0,0,0,1,1,0,0.5,0.5,1,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,1,0,0.112,0.112,1,0
22.41159,1,1,0,0,1,0,0,0,0,0,0,1,0,0.75,0.75,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,0,1,0,0.005,0.005,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,0,0,0.4,0.4,1,0
22.53391,1,0,1,0,1,1,0,0,0,0,1,1,0,0.356,0.356,1,0
22.41159,1,0,1,0,1,1,0,0,0,0,1,1,0,0.5,0.5,1,0
22.53391,1,1,1,0,1,1,0,0,0,0,0,0,0,0.5,0.5,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,1,0,0.85,0.85,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,1,1,0,1,1,0,1,0,0,0,1,0,0.002552,0.002552,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,0,1,0,0.45,0.45,1,0
22.41159,1,0,0,0,1,0,1,0,0,0,0,1,0,0.23,0.23,1,0
22.27552,1,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,1,0
19.63956,1,1,1,0,1,1,0,0,0,0,1,0,0,0.675,0.675,1,0
22.41159,1,1,1,0,1,1,0,1,0,0,0,1,0,0.25,0.25,1,0
21.72063,1,1,0,0,0,0,1,0,0,0,0,0,0,0.7,0.7,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,1,0,0.081,0.081,1,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,1,0,0.75,0.75,1,0
22.41159,1,0,1,0,1,1,0,0,0,0,0,1,0,0.665,0.665,1,0
22.41159,1,1,1,0,1,1,0,0,0,0,1,0,0,0.4,0.4,1,0
22.27552,1,0,0,0,1,0,0,0,1,0,0,0,0,,0,0,0
22.06915,1,0,0,0,1,0,0,0,0,0,0,1,0,0.7,0.7,1,0
20.89957,1,1,0,0,1,0,1,0,0,0,0,1,0,0.6006006,0.6006006,1,0
22.53391,1,1,0,0,1,0,1,0,0,0,0,0,0,0.6,0.6,1,0
22.06915,1,1,0,0,1,0,0,0,0,0,1,1,0,0.3,0.3,1,0
22.27552,1,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,0,0,0,1,0,0,0,0,0,1,0,0,0.885,0.885,1,0
22.53391,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1,0
22.53391,1,0,0,0,1,0,0,0,0,0,0,0,0,0.4,0.4,1,0
22.06915,1,1,1,0,1,1,0,1,0,0,0,1,0,0.65,0.65,1,0
22.53391,1,0,1,0,1,1,0,0,0,0,1,1,0,0.5,0.5,1,0
22.41159,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.41159,1,1,0,0,1,0,0,1,0,0,0,1,0,0.7,0.7,1,0
21.72063,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
22.53391,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,1,1,0,0,0,0,0,0,0,,0,0,0
22.27552,1,0,0,0,1,0,0,1,0,0,0,0,0,0.67,0.67,1,0
22.06915,1,0,0,0,1,0,1,0,0,0,0,0,0,0.78,0.78,1,0
22.06915,1,1,1,0,1,1,0,0,0,1,0,1,0,0.55,0.55,1,0
22.53391,1,0,0,0,1,0,0,1,0,0,0,1,0,0.65,0.65,1,0
22.06915,0,1,0,0,1,0,0,0,0,0,0,0,0,,0,0,0
22.06915,1,1,1,0,0,1,0,1,0,0,0,0,0,0.6,0.6,1,0
22.06915,1,1,1,0,1,1,0,0,0,1,0,1,0,0.4,0.4,1,0
21.53017,1,0,0,0,1,0,0,0,0,0,1,0,0,0.28,0.28,1,0
22.41159,1,0,1,0,1,1,0,0,0,1,0,1,0,,0,0,0
22.41159,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0
22.53391,1,0,1,0,1,1,0,1,0,0,0,0,0,0.8,0.8,1,0
